label,epoch,node,alloc_m,requested_m,used_m,free_m,pods
periodic_fix200m,1784285358.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,402,15535,8
periodic_fix200m,1784285358.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,790,399,15210,11
periodic_fix200m,1784285358.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,755,283,15245,8
periodic_fix200m,1784285360.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,393,15535,8
periodic_fix200m,1784285360.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,790,527,15210,11
periodic_fix200m,1784285360.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,755,431,15245,8
periodic_fix200m,1784285362.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,393,15535,8
periodic_fix200m,1784285362.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,790,527,15210,11
periodic_fix200m,1784285362.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,755,431,15245,8
periodic_fix200m,1784285364.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,393,15535,8
periodic_fix200m,1784285364.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,790,527,15210,11
periodic_fix200m,1784285364.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,755,431,15245,8
periodic_fix200m,1784285366.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,393,15535,8
periodic_fix200m,1784285366.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,790,527,15210,11
periodic_fix200m,1784285366.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,755,431,15245,8
periodic_fix200m,1784285368.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,393,15535,8
periodic_fix200m,1784285368.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,790,527,15210,11
periodic_fix200m,1784285368.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,755,431,15245,8
periodic_fix200m,1784285370.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,240,393,15760,7
periodic_fix200m,1784285370.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,565,527,15435,10
